price,bedrooms,bathrooms,sqft_living,sqft_above
152500,4,1,1730,1730
267950,4,1,1730,1730
1.64E+06,5,4,4780,4780
269950,4,2.5,2540,2540
731688,4,3,2630,2630
240000,3,1.5,1890,1190
555950,2,1,1220,1220
289000,2,1,710,710
525000,3,2.5,2970,1770
745000,3,2.5,2970,1770
397000,2,1,1000,1000
233000,3,1,1980,1030
625000,4,2.25,1920,1920
535000,3,2,2740,2740
270000,3,2.25,1740,1380
360000,3,1.75,1300,1300
1.11E+06,4,1.5,2740,1930
970000,4,1.75,4060,2890
915000,5,2.5,3490,1840
412000,4,1.75,1430,1130
265000,4,1.75,1860,1110
426000,4,2.25,2120,1490
266000,4,2.25,1860,1140
325000,3,2,2330,1430
615000,3,1.75,1670,990
310000,3,1.75,2130,1580
340000,4,1.75,1900,1900
562500,2,1,1170,1170
447000,2,1,980,980
2.45E+06,7,4.25,4670,4670
250000,4,1.5,2500,1500
633000,4,2.5,2020,2020
310000,3,2,1290,1290
439000,2,1.75,1620,1620
470000,3,3.25,1710,1360
270000,3,2.5,1720,1720
299500,3,1.75,1820,1820
227000,3,1,1130,1130
735000,4,2.75,3040,3040
537000,3,3,2410,2410
699000,4,2.5,2440,1660
330000,2,1,800,600
229000,3,1,1030,1030
200000,3,1,1480,940
522500,3,1.75,1710,1710
1.30E+06,3,2.75,3450,2590
2.00E+06,3,3.25,2610,2610
200000,2,0.75,780,780
352000,3,1.75,1260,1260
855000,4,3,2590,2240
267000,3,2.5,1580,1580
484000,2,1.75,1660,1160
402000,4,2.75,2950,2120
905000,4,2.25,2240,1770
274000,4,1.75,1940,1720
475000,3,1.75,1850,1850
1.54E+06,4,4.5,5770,3160
628000,4,2,2280,1140
675000,6,1.75,2740,1370
429900,4,3.25,3760,2740
260000,3,1.5,1580,1140
690000,3,1.75,1600,1030
1.08E+06,4,2.25,2100,2100
360000,4,2.5,2610,2610
499000,3,1.75,1840,920
159000,3,1,1320,1320
430000,3,1.75,1540,940
1.05E+06,5,2.75,2520,1660
725000,5,2.5,3780,1890
150000,3,1,1200,1200
840000,4,2.25,2720,2720
499000,4,2.5,3100,3100
285000,3,1.75,1630,1100
340000,4,2.5,1910,1210
405100,4,2,1580,1580
464000,3,2.5,1690,1690
723000,4,2.25,1960,1290
430000,8,3.25,4300,2800
645000,3,1.75,1840,940
1.58E+06,4,2.75,3480,2630
925000,5,3,2710,1890
759000,4,1.75,2100,1340
690000,4,2,1760,1760
358800,4,2.5,2155,2155
683000,5,1.5,1720,1520
650000,3,1,1430,1430
288000,5,2.75,2790,2140
209950,3,1.5,1180,1180
939000,3,3.5,2450,1960
320000,3,1,1330,930
283748,3,2.25,1940,1940
370000,3,2.25,1600,1280
399950,4,2.75,3210,1610
360000,5,2.5,2880,1680
365000,2,1.5,1160,1160
396900,3,2,1360,1360
321000,3,2.5,2014,2014
245000,3,2,1440,1440
502000,2,1,1570,1570
257000,4,2.75,2330,1800
423000,4,1.75,1880,1010
485000,4,2.25,1850,1850
500000,4,2.5,2230,2230
442000,2,1,990,990
475000,3,1.75,1720,1720
625000,4,2.25,3230,3230
194000,3,1,1180,820
410000,3,2.25,1450,1450
1.03E+06,4,2.5,2370,2370
490000,4,2.5,2570,2570
348500,4,1.75,1870,1480
380000,3,1,1220,1220
660000,3,2,1770,1770
525000,3,1,1500,1500
235000,3,2,1110,1110
1.21E+06,4,3.75,4980,4980
397950,4,1.75,2360,1180
268000,3,1.75,1600,1600
525000,3,1,1450,950
549950,3,2.5,2680,2680
370000,3,1.75,1150,1150
299000,4,2.25,1870,1870
715000,6,2.75,3400,2860
430000,4,1.5,1810,1810
345000,3,1.75,1860,1260
1.60E+06,3,3.25,3790,3790
534640,3,2.5,2130,1210
1.23E+06,3,2.5,2860,1980
351000,4,2.5,2370,2370
745000,4,2.25,2290,2290
320000,2,1,1120,750
555700,3,2,1810,1810
690000,4,2.5,3220,3220
449000,3,1.75,1660,1660
308500,2,1,850,850
340000,4,2.5,2665,2665
937750,4,2.75,2580,1710
725126,4,2.5,3200,3200
135000,3,1,840,840
635000,4,2.5,2970,2020
245500,2,1,790,790
230000,6,1.5,2140,2140
1.77E+06,3,2.5,2580,2580
425000,5,2.5,2180,1200
220000,2,1,1060,1060
370000,3,2,1860,1860
390000,3,2,1840,960
239000,3,1.75,1340,1340
345000,4,2.25,2320,2320
289000,3,2.5,2110,2110
285000,5,1.5,1840,1840
147400,3,2,1080,1080
600000,2,1,1290,1290
245000,3,2.25,2210,1540
520000,3,2.25,2210,1540
352500,3,2.25,1410,1170
448000,5,3.5,3740,2760
270000,4,2.75,2440,1200
872500,3,2.5,2040,1840
2.15E+06,4,3.25,3840,2590
225000,3,1.5,1660,980
735000,4,2,1640,1640
375000,3,1,1310,1310
169000,3,1.75,1720,1720
279950,3,1.75,1720,1720
1.95E+06,4,2.75,4020,2830
310000,3,2.25,1960,1750
975000,4,2.5,3240,3240
650000,10,2,3610,3010
930000,2,1.5,1800,1000
412000,4,1.5,1960,980
225000,3,1,1250,1250
507000,3,2.5,2120,2120
1.76E+06,4,4,3860,3860
230000,3,2.5,1340,1340
316000,1,2,1780,1780
616200,5,3.25,3920,3030
509900,3,1.75,1690,1690
370000,4,2.5,2570,2570
619100,3,1.75,1870,1870
805000,3,2.25,2860,2290
612125,2,1.5,1670,1090
350000,2,1.5,1070,1070
225000,2,1,940,940
335000,3,2.5,2588,2588
972800,5,3.25,3500,3500
500000,3,1.75,1690,1690
2.20E+06,4,3.75,3790,2530
415000,3,1.5,1090,1090
399000,3,3,2240,1710
376000,2,1,1150,1150
340000,3,2,1870,1120
490000,5,2.75,2990,2990
374000,4,2.5,2580,2580
852000,4,1,2220,1470
473000,3,2.25,1620,1620
540000,3,1.75,2590,1970
431000,2,2,1390,970
435000,4,3,2270,1410
1.05E+06,4,3,2920,1460
450000,3,2.75,1250,1040
157500,3,1,1100,960
244000,3,1.75,1500,1500
550000,3,2.5,2800,2800
975000,4,2.5,3420,3420
426500,4,2.75,2100,2100
350000,3,1,1790,1090
615000,3,1,1790,1090
542000,3,2.25,2220,2220
710000,4,1.75,2000,1000
289950,3,2.5,1770,1770
1.90E+06,4,2.75,4280,3900
528000,2,1,1260,1120
471000,2,1,840,840
250000,4,2.75,1830,1830
155000,3,1.5,970,970
515000,4,1.5,1740,1400
336600,3,2.25,1654,1654
915000,3,2.25,2390,1580
350000,2,1.75,1080,1080
1.30E+06,4,1.75,2610,2610
175000,3,1,1070,1070
545000,2,2,1430,1430
475000,4,3,2400,1600
390000,2,1,670,670
645000,4,2.5,2860,2860
410000,3,1.5,2270,1420
480000,4,2.5,2180,2180
725000,3,1.75,1860,1860
1.15E+06,6,4.5,6040,4100
300000,2,1,1010,1010
752000,4,2.5,2570,1710
585000,4,2.5,1950,1950
678700,3,1.75,1970,1300
603000,4,2.25,2110,2110
715000,3,1.75,1650,1150
1.40E+06,4,3,3520,3520
1.09E+06,3,2.5,2840,2840
467500,2,1.75,1490,750
359000,3,2.25,1650,1230
745000,4,2,1960,960
450000,3,2.25,2450,2450
935000,3,2,1720,1060
615000,3,2.5,1980,1890
1.03E+06,3,2.5,4110,4110
283500,4,2.5,1990,1990
340000,2,1,860,860
370000,4,2.5,2320,2320
1.15E+06,3,2.5,4190,4190
265000,4,1,1940,1080
480000,4,2.25,2520,1690
667500,3,2,1880,1030
1.40E+06,3,2.5,2910,2910
2.30E+06,7,4.75,5310,3650
465000,3,2.25,2670,1640
192500,1,1,470,470
345000,3,1,1060,760
439800,3,1.5,1120,1120
468000,4,1.75,2250,1330
775000,4,2.5,2070,1250
684680,4,2.25,2370,2370
910000,4,3.5,3570,3570
3.64E+06,4,3.25,4830,4830
375000,3,1.75,1160,1160
250000,3,2.5,1610,1610
3.07E+06,5,3,4150,3510
442500,4,2.25,1840,1390
900000,3,3.5,4080,4080
699000,3,2,1820,1820
360000,4,2,2680,2680
1.68E+06,4,4.75,4790,4790
675000,5,2,2420,2420
345000,2,1,1130,1130
229000,4,1,1320,1320
300000,3,1,1290,1290
392500,3,3.25,1600,1600
552000,3,1,1120,820
457000,2,1.75,2060,1420
518000,4,2.5,2830,2830
237000,3,2,1210,1210
399950,3,2.25,1560,1260
605000,3,2.25,2260,2260
295000,4,2.5,1850,1850
513000,4,2.5,1930,1380
772500,4,2.5,3230,3230
765000,4,2.5,3230,3230
696950,4,2.75,2450,1550
329000,3,1,1200,1200
339999,3,2.5,2360,2360
364500,3,1,1060,1060
607500,5,1.75,2220,1420
550000,3,1,880,880
479900,4,2,2510,1630
1.12E+06,4,4,2530,2100
192000,2,1,700,700
250000,3,2,1500,1060
340000,3,2,1130,1130
340000,3,2,1420,830
635250,3,2.25,2210,1510
324800,2,1,1170,880
78000,2,1,780,780
400000,4,1.75,1770,1770
640500,3,1,1070,1070
570000,3,2,1930,1260
1.33E+06,3,1.5,1940,1940
330490,3,2.75,1440,1040
325000,3,2.5,1740,1740
335000,3,2.5,1740,1740
314000,5,2.75,2210,1460
625000,4,2,2190,1990
809000,3,2.5,2590,2590
535000,3,2.5,2790,2790
275000,5,1.75,2180,1140
358000,4,2.75,2580,1620
297975,3,2.25,2820,1720
492000,2,1.75,1300,1300
210000,2,1,720,720
622500,3,2.5,2260,1380
550000,3,2.5,1550,1390
190000,3,1.75,1390,1390
340000,4,2.5,2380,2380
678000,3,2.5,2640,2640
275000,5,2,2260,1250
493000,3,2.75,1720,1270
147000,3,1,1070,1070
334000,3,2.25,2000,2000
605000,4,2.5,2800,1420
365000,3,1.75,1450,1450
345000,3,1,1620,1620
999000,3,2.5,2710,2080
470000,2,1.75,1520,840
599000,5,2.75,2730,2080
255000,3,2.25,1740,1740
295000,4,1.75,1800,1800
550000,4,3.5,4150,4150
1.31E+06,5,3.5,3270,2180
225000,2,1,1070,1070
520000,4,0.75,1960,1320
345000,3,3.25,1600,1360
475000,4,1.75,1650,1150
497500,5,1.5,2170,1230
649500,3,3,3730,2230
734500,4,2.75,3280,3280
276000,3,1,870,870
235000,2,1,900,900
325000,2,1,1400,1400
425000,4,2.75,1680,1080
307000,4,2,2390,1720
635000,3,2.5,2300,2000
223000,3,1.75,1340,1340
425000,3,2.75,2600,2600
190000,3,2.25,1640,1220
275000,4,1.75,1960,1960
450000,3,2.5,1480,1480
1.47E+06,4,3.25,5010,5010
550000,4,2,1540,1540
835000,4,2.75,4030,3310
900000,6,3,3020,3020
290000,2,2,1590,910
1.04E+06,4,2.5,2910,2910
780000,4,2.5,3020,1730
572500,3,2,2290,2290
389000,3,1.75,2180,1090
350000,4,1.75,2740,1440
476000,4,2.5,2740,2740
1.05E+06,2,3,2330,1870
287000,3,2.25,2300,1550
707500,4,4,1550,1550
464500,4,2.5,1750,1610
720000,3,1.5,2180,1090
319000,3,2.5,1610,1610
330000,3,1,1570,1570
120750,3,1.75,1140,1140
195000,3,1.75,1140,1140
650000,4,1.5,2480,1380
530000,3,1.75,1690,1690
825000,4,3,2910,1800
436000,4,2,1600,1600
658000,2,1,1010,1010
547500,3,2,1850,950
762000,3,1.75,2150,1400
340000,3,1.75,2650,1460
880000,4,1.75,2510,1830
1.22E+06,4,2.5,3240,2060
1.95E+06,4,2.5,3440,2170
382500,3,2,1150,1150
344500,3,1.75,1890,1210
375000,4,2.75,1430,1030
276000,1,0.75,370,370
500000,5,3.25,3130,2180
330000,4,2.5,2105,2105
328000,3,1,890,890
450000,3,1.5,1340,1340
840500,4,2.25,2290,1490
679000,3,2.5,2770,2770
270000,3,1.5,1890,1090
757500,5,2.25,3160,3160
524950,2,2.5,1830,1830
424900,4,2.75,2950,2950
551100,3,1,1430,1430
421000,3,2,1420,1420
635000,4,1.75,2460,2460
255000,3,1,1340,1340
419950,4,1,1530,1030
325000,6,3,2650,2650
281000,4,2.25,1677,1677
655275,3,1.75,2050,1460
861000,3,2,2520,1270
850000,3,3.5,2620,2060
246000,3,2.5,1650,1290
380000,2,1,700,700
813000,4,2.5,3430,3430
990000,4,2.5,3140,3140
650000,3,2.5,2350,1740
273000,4,3,1990,1990
398000,4,2.5,2050,2050
200000,2,1,930,930
839000,3,1,1230,1230
502000,3,2.5,1870,1250
305000,3,2.25,2110,1360
574950,5,3.25,3160,3160
311000,3,1,1120,1120
1.65E+06,3,2.25,2750,1620
387000,3,1,1230,1230
375000,3,1.5,1190,1190
175000,2,1,740,740
248000,4,2.5,1770,1770
336750,4,2.25,1720,1350
685000,4,2.5,2770,2770
645000,4,2.75,2330,2330
279000,3,2.5,1660,1660
479000,2,2.5,1730,1730
466000,3,2.25,1880,1280
361500,4,2.75,2190,2190
404000,3,1.75,1720,1720
319000,4,3.25,2360,2360
320000,3,1.5,1490,1490
1.31E+06,4,3.75,3490,2610
1.00E+06,3,2.75,2370,1670
660000,4,2.5,2290,2290
546000,4,3,1790,1790
300000,4,1.75,1820,1190
500000,2,1.5,1760,1760
381500,4,2.5,2430,2430
990000,3,2.25,2630,2630
278226,4,2.5,2390,2390
340000,2,1.75,1500,1220
305000,4,2.5,2510,1520
760000,4,2.5,2420,1700
195000,4,1.5,2170,2170
564000,4,1.75,1960,1260
539500,4,2.25,2280,1660
299980,4,1.5,1580,790
290000,4,2.5,1850,1850
257000,2,1,770,770
518500,4,3,2120,1420
657000,4,2.75,3060,1810
590000,3,2.25,2680,2680
526000,4,1.75,2220,1110
254500,2,1,1150,1150
575000,2,1,980,980
464550,3,1.5,1690,1690
409950,3,1.75,1320,1320
100000,2,1,910,910
365000,2,1.5,820,820
208000,3,1,1300,1300
497950,4,2.5,1950,1550
405000,5,3.5,3672,3006
568000,3,2.5,2740,2740
334000,2,1,890,890
235000,3,2,1090,1090
295000,2,1,1170,1170
610000,4,3,2600,2600
453500,4,1.75,2000,1300
1.22E+06,4,3.75,3520,2200
175000,2,1,1410,1410
335000,2,1,1410,1410
275000,3,1.5,1950,1010
400000,2,1,980,860
915000,3,2.75,3390,1740
619850,4,2.5,2270,1500
225900,3,1,1510,1010
525000,2,1.5,960,960
215000,4,2.25,1900,1900
802000,3,2.5,2580,2580
330000,4,2.5,2340,2340
549800,3,2.25,1580,1580
195500,4,1,1230,1230
338000,3,2.5,1590,1590
3.20E+06,4,3.25,7000,3500
480000,4,2.25,1770,1770
383000,4,2.5,1850,1200
257000,3,1.75,1430,1430
335000,4,2.75,2190,2190
422000,4,2.5,2310,2310
560000,3,1.75,2000,1400
680000,4,2.75,3620,3620
320000,2,1,1210,1210
665000,3,2.5,2330,2330
751000,3,2.5,2840,2840
320000,6,2.75,2410,1310
290000,4,1.75,1820,1820
250000,4,2,1470,1470
423000,3,1.75,1100,1100
601002,4,2.5,2050,1050
352900,2,1.5,1240,1240
509950,3,2.5,2210,2210
360000,2,1.75,1340,1340
1.08E+06,4,2.75,2580,1780
349950,3,2.5,2390,2390
395000,4,2.5,2250,2250
273500,3,1.5,2000,1540
700000,4,1.75,1870,1670
699000,3,2.5,2370,2370
537000,4,2.25,2640,1620
405000,3,1.5,1240,1240
269500,2,1,800,800
260000,4,2.5,2050,1300
266750,3,2.25,1650,1650
1.80E+06,5,3.75,4320,4320
779000,2,2.25,2130,1830
500000,3,2.5,2840,1870
365000,4,1.75,3080,3080
724000,2,1,1560,1560
890000,4,2.75,3220,3220
431000,4,2.5,1450,1250
242000,2,1,960,960
415000,4,2.5,2670,2670
727160,7,3.75,2310,2310
1.11E+06,4,3.25,3520,2010
265000,2,1.75,1090,1090
519000,3,1.75,2000,1080
262000,4,1.5,1840,1840
1.19E+06,4,2.5,3160,3160
295000,3,1.75,1520,1170
615000,3,1.75,2110,1480
1.10E+06,4,2.75,3410,1710
575000,4,2.5,2630,2630
388000,3,1.75,1350,1350
750500,4,2.5,2860,1530
527500,3,1.75,2310,1760
503000,3,2,2590,1980
1.05E+06,4,3.5,3500,2560
325000,2,1,800,800
402000,3,1.75,1580,1580
370000,3,1.5,1560,1060
329950,3,1,1750,1150
135000,2,1,600,600
482500,4,3,1630,1110
259000,4,1.5,1260,1260
210000,3,2.25,2140,1470
459000,4,2.75,2790,2790
375000,3,1.75,2530,1800
295000,3,2.25,1330,900
910000,3,2,2700,1350
470000,4,1,1740,1740
565000,4,2,2070,2070
339950,4,2.25,2670,2170
547000,5,3,2200,1160
125000,2,1,810,810
2.30E+06,4,4.75,3970,3390
348000,3,2.5,2370,1620
175000,3,1,1460,1460
439950,3,2.5,1770,1770
230000,3,1,1120,1120
207000,3,2.5,1520,1520
320000,5,2.5,3020,1510
1.09E+06,5,3.25,5600,3440
510000,4,1.5,1320,1320
730000,4,1,1870,1670
750000,3,3.75,2460,1940
237000,3,1.5,960,960
560000,3,2.5,3440,3440
745000,3,2.75,3010,1890
1.83E+06,3,3.75,6030,4440
180000,3,2.25,1990,1990
309950,3,2.25,1990,1990
715000,4,1,1710,1410
620000,4,2.25,1890,1350
330000,3,2.5,1990,1990
525000,4,1.75,1600,1210
611000,6,2.5,3820,2040
294000,4,2.5,2210,1490
463000,3,1.75,2020,1480
320900,3,2,1770,1770
369950,4,2.5,2050,2050
565000,4,2.75,3130,3130
589500,4,1.5,3520,2270
400000,4,1.75,1810,1810
458000,3,2.25,2150,1450
436000,4,2.5,2495,2495
310000,3,2,1290,1290
398000,5,2.5,3004,3004
625000,4,2.25,2070,1390
1.01E+06,5,3.25,4050,4050
435000,2,1,960,740
250000,3,2.25,1900,1300
430000,3,1.5,1450,1450
790000,4,3.5,2720,2250
1.68E+06,5,5.25,4830,3930
250000,4,2.75,1920,1130
1.12E+06,5,1.5,2540,2340
383900,3,1.5,1600,1050
330000,4,2.5,2210,2210
624000,3,2.5,2510,1910
383000,5,2,2280,1140
687000,4,3.25,4400,4400
558000,4,3.25,3160,2460
275000,3,2,1380,1380
687500,5,2.75,3320,2020
275000,3,2.5,1870,1870
700000,3,3.5,3030,3030
342500,2,1.75,1210,1210
483500,4,2.5,2740,2740
190000,3,1.75,1350,1350
300000,3,1.75,1350,1350
540000,3,2,1470,1000
140000,3,1.75,1270,1270
275000,4,1.75,1680,1560
370000,3,2.75,2120,2120
227000,2,1,1040,1040
312000,4,1,1730,1010
260000,2,1,1410,1410
797000,3,2.5,1370,1370
640000,6,2,2840,2720
605000,4,1.75,3280,2080
329950,3,2.25,2070,1350
180000,2,1,960,960
220000,3,2.25,1470,1160
723000,4,2.25,2430,1630
375000,3,1.75,1430,1070
388000,3,1.75,1760,1760
249950,5,2,1730,1730
390000,5,1.75,2290,1190
705000,4,1.75,1690,1690
590000,4,2.5,3220,3220
292000,4,1.75,2130,1370
506000,3,2.5,2100,2100
907500,4,2.5,2770,2770
2.27E+06,4,3.25,4040,4040
319500,4,2.75,2500,1420
265000,5,1.75,1580,980
237000,3,1,1130,1130
235000,5,1,1500,1500
740000,4,2.25,2230,1810
359000,3,1.5,1550,1080
334950,4,2.5,2230,2230
259950,2,1,790,790
253000,4,2.5,2230,2230
561000,3,2.25,1710,1710
455000,2,1.5,1260,1260
675000,4,2.5,2420,920
267000,3,1.5,1090,1090
368000,4,2.5,2689,2689
599995,3,1,1620,1620
342500,3,1,940,940
252000,4,1.75,1940,1940
247200,3,1,1590,1590
910000,3,3.5,3020,2080
419950,4,1.75,1870,1870
160000,3,1,880,880
799950,4,3.5,3030,3030
400000,3,2.25,2140,2140
210000,5,2,2050,1430
475000,5,2,2050,1430
355900,3,2.5,2090,2090
420000,3,2.25,2520,1760
710000,4,2.5,2630,1700
518000,4,1.75,2560,1880
375000,3,1,1200,1200
185000,3,1.5,1010,1010
402000,3,2.5,1520,1520
585000,3,1.75,2170,2170
500000,4,2,1980,1980
1.72E+06,4,2.5,3070,2670
1.68E+06,5,3.5,5170,3520
570000,2,2,1140,760
680000,8,2.75,2530,1390
345000,3,2.25,1690,1690
355000,4,2.5,2150,2150
390000,3,1.5,1180,1180
128000,3,1,1400,1400
448500,3,1.75,1300,1300
346000,3,1.75,1590,1590
779000,3,1.75,1990,1330
335000,3,1.75,1510,1510
1.85E+06,4,3.25,2910,1830
799990,3,2.5,2850,2850
1.08E+06,3,2.5,2830,2830
371000,2,1.5,1110,1110
620000,4,2.5,1900,1900
343000,4,1.75,2290,1340
265000,3,1,1010,1010
1.00E+06,5,2.5,4670,4670
825000,3,2.5,3400,1870
889000,4,3.5,4070,4070
305000,3,2.25,1630,1100
407000,2,2.5,1700,1700
613000,5,2.5,2070,1340
1.64E+06,3,3.5,4660,4660
645000,3,3.75,2050,1550
1.16E+06,4,3.5,4680,3360
610000,3,2.25,2320,2320
450000,3,2.5,3800,2730
300000,3,2,720,720
1.12E+06,5,2.75,4400,2250
418200,3,2.5,2260,2260
250000,3,2.5,1650,1650
619000,3,2.5,2560,2560
500000,4,3,3720,3720
465000,4,2.5,2590,2590
322000,4,1,1750,1750
276900,3,2.5,1620,1620
660000,3,2.25,1700,1300
480000,3,2.5,2450,2450
925000,3,1.75,1610,1070
825000,3,3,3730,2960
326000,2,1,1210,780
205000,3,1,1300,1300
150000,2,1,850,850
593567,3,2.5,1770,1770
440000,3,2.5,2060,2060
751000,3,2.5,3090,3090
295000,2,1.75,1050,1050
422500,3,2,1300,1300
480000,3,1,1160,1160
890900,4,2.5,3420,3420
672500,4,2.75,2620,2620
605000,4,1.5,1880,1080
1.68E+06,5,3.25,4560,2490
565000,4,2.5,2330,2330
725000,4,1.75,2350,1720
640000,3,3,1560,1560
253750,4,1,1380,1380
799950,6,2.75,3040,1760
595000,4,1.5,1350,1350
850000,4,2.5,3180,3180
366000,3,2.5,1790,1790
715000,4,3,1986,1746
300000,4,2.5,2400,2400
960000,4,3,4590,3490
812000,3,2,1970,1970
234950,3,1,1360,1360
656500,4,2,2710,1460
255000,2,1.5,920,920
538000,3,2.75,2000,1250
260000,3,2.25,1920,1300
546200,3,2.5,2678,2678
280500,3,1,1220,890
295000,3,1.75,1440,1050
700000,4,1.75,2420,2420
560000,3,2,2090,2090
912000,4,2.75,4030,4030
437000,3,1.75,1310,1310
447000,3,2.5,1800,1800
500000,4,1,1160,820
508300,3,1,1160,880
485000,3,1.5,1870,1300
540000,7,5.75,3700,3700
356000,3,2.25,2280,2280
525000,4,2,1720,860
962800,4,2.75,3630,3630
315000,4,2.5,2040,2040
525000,3,2.25,1750,1750
325000,2,2.25,1550,1550
965800,4,1.75,2500,1500
550000,4,1,1440,1440
182200,4,1,1130,1130
315000,3,1,1210,1210
500000,2,1,960,960
480000,5,2.5,2160,2160
1.69E+06,3,1.75,3400,1820
525000,5,3.25,3960,2690
407500,4,2.5,1900,1900
443000,4,3,2620,2620
1.26E+06,4,2.5,3150,3150
642000,3,1,1040,870
520000,3,1.75,1540,1540
750000,3,2,1820,1720
855000,5,1.5,1930,1930
275000,4,1,1430,1430
265000,5,2.75,2920,1800
894400,3,2.5,3100,3100
546000,2,1,1200,1200
699950,2,2.5,2390,2390
435000,3,2,1270,1270
259500,4,1.5,1300,1300
359950,4,3.25,2290,2290
517000,3,1.75,1740,1740
579000,3,1,1590,1280
525000,4,2,2420,2420
320000,4,2.5,2130,1500
635000,4,1.75,1950,1370
400000,4,2.5,2150,2150
455000,3,1.75,1270,1270
572000,3,1.75,1850,1850
650000,2,1.5,1440,1140
162500,3,1.5,1390,1390
400000,2,2.5,1340,1150
268300,3,1,1190,1190
989000,6,4.5,3830,3050
342000,3,1.75,1780,1280
315000,4,2.5,3130,3130
485000,4,2.75,1830,1320
277500,4,2.5,2550,1750
1.30E+06,4,3.5,3790,3790
385000,4,1.75,1800,1800
426000,2,1,1630,830
310000,4,2,1870,1870
449000,4,2,1870,1870
375000,2,1,980,980
1.19E+06,3,2.25,2860,1920
468000,3,2.25,1470,1470
336000,1,1,1160,1160
392000,4,2.75,1940,1940
412500,4,2.25,1630,1100
545000,4,2.5,2755,2755
133000,5,2,1430,1430
440000,5,2,1430,1430
294450,4,2.25,1400,1300
335000,4,2.5,2520,2520
362000,3,1,1290,1290
322000,3,1.75,1400,1400
230500,2,1,740,740
380000,4,2,1710,1710
292000,4,2.75,2414,2414
172500,3,1,1040,1040
784000,4,2.75,3540,1970
525000,4,2.75,2530,1700
600000,3,2.5,2320,2320
435000,3,2.5,2530,2530
359900,5,2.75,2790,2790
700000,4,1.75,1950,1150
280000,3,2,1020,720
655000,4,2.5,3110,3110
2.48E+06,4,5,5310,3090
499950,3,2.5,2580,2580
540000,3,2.5,1380,1160
970000,4,2.75,3980,3980
330000,4,2.5,2080,1400
474000,3,1.75,1530,1530
670000,4,1.75,1930,1930
1.30E+06,4,3.25,2330,2330
1.16E+06,4,2.5,3860,2940
440000,4,2.5,2880,2880
411000,2,2.5,1590,1590
500000,3,1.5,2150,1470
1.34E+06,4,1.75,2300,2300
696000,6,3.25,2900,2300
465000,3,2.25,1970,1180
518000,4,2.5,1740,1220
251000,3,1.75,1220,1220
255000,3,2,1290,1290
319000,2,1,780,780
719000,4,2.75,2210,1470
1.52E+06,5,3.5,5930,3920
322000,4,2.5,1950,1950
205000,4,1,1340,1340
229000,3,1,1590,1060
395000,3,2.25,1780,1350
183000,2,1,760,760
583500,3,1.75,1720,1170
312000,3,2.5,2070,2070
539000,3,1.75,1790,1410
409000,4,2.75,3230,3230
510250,3,1.75,1400,870
535000,2,2,1370,1020
280000,3,2.5,1600,1600
286000,3,1,950,950
710000,3,2.75,2210,1460
395000,2,1,930,930
237500,2,1,810,810
464000,3,2,1630,850
495000,3,1.75,1770,1770
257500,1,1,710,710
570000,4,3.5,3990,2300
362000,3,2.5,2310,2310
640000,33,1.75,1620,1040
172500,3,1,1140,1140
596000,2,1,1040,1040
840000,4,2.5,2170,1650
1.60E+06,3,2.25,3370,1920
435000,2,1.5,901,901
251000,2,1,840,840
282500,4,1,1650,1650
265000,3,2.25,1380,1140
330000,3,1,910,910
435000,2,1,1230,1230
827235,3,1.75,1740,1500
249950,4,1,1290,1290
400000,3,2.5,1950,1950
300499,4,2.5,2150,2150
449000,4,2,1560,1560
500000,2,1,1120,1120
865000,3,1.5,1790,1790
899950,4,3.5,3290,2360
370000,4,1,1540,1540
442500,5,3.25,4240,3410
310000,3,1,1010,1010
1.57E+06,4,2.75,2970,2130
245000,4,2.25,2190,2190
254950,2,1,700,700
510000,6,4.5,3300,3300
299950,3,2.25,1370,1370
379950,4,2.5,2680,2680
350000,3,1,1390,910
300000,3,2.5,1700,1700
994000,3,2.25,2510,1810
315000,3,1.5,1700,1250
480500,4,2.5,2180,2180
373000,3,1,1770,1140
728000,4,2.5,3290,3290
415000,4,3.5,3040,2240
427500,4,2.5,2460,2460
339300,3,2,970,970
313000,3,1.75,1320,1320
431500,3,3.5,1900,1430
415000,3,1.5,1220,1220
490000,3,1.75,1470,1470
1.43E+06,4,5,4630,4630
275000,3,1.5,1400,1400
325000,2,1,1070,1070
1.18E+06,5,3.75,3630,2470
690000,4,1.5,1970,1970
410000,4,2,2010,2010
960000,4,2.5,2820,1770
299250,3,2.5,2530,2530
239000,2,1,710,710
235000,2,1,1210,1210
587000,3,2.25,2370,2370
431000,4,2.5,2300,2300
1.64E+06,3,2.5,3110,2550
285000,3,1.75,1990,1090
778000,3,3,2630,2630
415000,3,1,1300,1300
550285,2,1.75,1680,1680
910000,3,2.25,2180,1660
860000,3,2.5,2770,2770
765000,3,1.75,2120,1980
782000,4,2.5,2830,1980
525000,3,3.5,1370,1180
745000,3,2.5,2810,2810
470000,3,3.5,3520,2760
345000,3,1.75,1990,1320
279000,3,2.25,2070,1170
500000,3,1.5,1320,1320
237000,3,1,1300,1300
200500,3,1.75,1260,1260
387500,4,1.75,2400,1250
392500,4,2,1950,1950
305000,3,2,1430,1430
981000,4,2.5,2110,2110
680000,4,2.5,2980,2980
276000,4,2.5,2068,2068
655500,4,3.5,3380,3380
555000,5,2.75,2810,1440
235000,2,1,930,930
325000,3,1,1300,920
268950,3,1,1320,880
